sqrt(2) = [ 1; (2) ]
sqrt(5056) = [ 71; (9, 2, 9, 142) ]
sqrt(5057) = [ 71; (8, 1, 7, 2, 10, 2, 7, 1, 8, 142) ]
sqrt(5058) = [ 71; (8, 2, 1, 3, 1, 1, 70, 1, 1, 3, 1, 2, 8, 142) ]
sqrt(5059) = [ 71; (7, 1, 8, 1, 1, 1, 1, 4, 7, 3, 1, 2, 2, 2, 13, 1, 4, 2, 1, 23, 47, 2, 1, 1, 1, 27, 1, 4, 1, 2, 1, 1, 1, 3, 9, 4, 1, 3, 1, 15, 71, 15, 1, 3, 1, 4, 9, 3, 1, 1, 1, 2, 1, 4, 1, 27, 1, 1, 1, 2, 47, 23, 1, 2, 4, 1, 13, 2, 2, 2, 1, 3, 7, 4, 1, 1, 1, 1, 8, 1, 7, 142) ]
sqrt(5060) = [ 71; (7, 2, 12, 2, 7, 142) ]
sqrt(5061) = [ 71; (7, 9, 2, 1, 11, 5, 1, 1, 1, 1, 6, 1, 1, 35, 28, 2, 2, 1, 46, 1, 2, 2, 28, 35, 1, 1, 6, 1, 1, 1, 1, 5, 11, 1, 2, 9, 7, 142) ]
sqrt(5062) = [ 71; (6, 1, 3, 3, 20, 47, 2, 1, 1, 1, 1, 2, 3, 2, 6, 2, 1, 15, 7, 1, 5, 3, 4, 1, 1, 2, 4, 5, 23, 1, 1, 9, 1, 1, 1, 7, 1, 2, 1, 1, 70, 1, 1, 2, 1, 7, 1, 1, 1, 9, 1, 1, 23, 5, 4, 2, 1, 1, 4, 3, 5, 1, 7, 15, 1, 2, 6, 2, 3, 2, 1, 1, 1, 1, 2, 47, 20, 3, 3, 1, 6, 142) ]
sqrt(5063) = [ 71; (6, 2, 6, 142) ]
sqrt(5064) = [ 71; (6, 5, 1, 1, 8, 1, 16, 1, 8, 1, 1, 5, 6, 142) ]
sqrt(5065) = [ 71; (5, 1, 12, 9, 2, 2, 3, 6, 2, 15, 2, 1, 5, 3, 1, 8, 7, 2, 1, 1, 1, 6, 6, 1, 1, 1, 2, 7, 8, 1, 3, 5, 1, 2, 15, 2, 6, 3, 2, 2, 9, 12, 1, 5, 142) ]
sqrt(5066) = [ 71; (5, 1, 2, 5, 8, 5, 2, 1, 5, 142) ]
sqrt(5067) = [ 71; (5, 2, 7, 2, 5, 142) ]
sqrt(5068) = [ 71; (5, 3, 1, 3, 11, 1, 1, 2, 47, 15, 1, 3, 1, 34, 1, 3, 1, 15, 47, 2, 1, 1, 11, 3, 1, 3, 5, 142) ]
sqrt(5069) = [ 71; (5, 12, 1, 2, 1, 12, 5, 142) ]
sqrt(5070) = [ 71; (4, 1, 9, 2, 1, 2, 4, 2, 1, 2, 9, 1, 4, 142) ]
sqrt(5071) = [ 71; (4, 1, 2, 1, 5, 1, 2, 1, 4, 142) ]
sqrt(5072) = [ 71; (4, 1, 1, 2, 2, 1, 5, 2, 19, 1, 7, 1, 19, 2, 5, 1, 2, 2, 1, 1, 4, 142) ]
sqrt(5073) = [ 71; (4, 2, 4, 142) ]
sqrt(5074) = [ 71; (4, 3, 4, 2, 3, 1, 2, 1, 7, 5, 1, 1, 3, 9, 4, 1, 1, 1, 3, 1, 2, 15, 2, 7, 1, 8, 1, 1, 1, 1, 1, 1, 70, 1, 1, 1, 1, 1, 1, 8, 1, 7, 2, 15, 2, 1, 3, 1, 1, 1, 4, 9, 3, 1, 1, 5, 7, 1, 2, 1, 3, 2, 4, 3, 4, 142) ]
sqrt(5075) = [ 71; (4, 5, 2, 4, 2, 5, 4, 142) ]
sqrt(5076) = [ 71; (4, 15, 1, 1, 2, 1, 1, 15, 4, 142) ]
sqrt(5077) = [ 71; (3, 1, 19, 1, 1, 1, 1, 4, 1, 2, 11, 1, 1, 11, 2, 1, 4, 1, 1, 1, 1, 19, 1, 3, 142) ]
sqrt(5078) = [ 71; (3, 1, 5, 2, 4, 7, 3, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 70, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 1, 3, 7, 4, 2, 5, 1, 3, 142) ]
sqrt(5079) = [ 71; (3, 1, 2, 1, 9, 2, 4, 3, 1, 1, 1, 2, 3, 1, 2, 3, 1, 4, 1, 13, 2, 2, 1, 10, 3, 1, 46, 1, 3, 10, 1, 2, 2, 13, 1, 4, 1, 3, 2, 1, 3, 2, 1, 1, 1, 3, 4, 2, 9, 1, 2, 1, 3, 142) ]
sqrt(5080) = [ 71; (3, 1, 1, 1, 5, 3, 3, 2, 1, 15, 7, 15, 1, 2, 3, 3, 5, 1, 1, 1, 3, 142) ]
sqrt(5081) = [ 71; (3, 1, 1, 3, 1, 7, 1, 1, 1, 1, 7, 1, 3, 1, 1, 3, 142) ]
sqrt(5082) = [ 71; (3, 2, 7, 1, 22, 1, 7, 2, 3, 142) ]
sqrt(5083) = [ 71; (3, 2, 1, 1, 2, 1, 2, 1, 2, 15, 2, 10, 2, 15, 2, 1, 2, 1, 2, 1, 1, 2, 3, 142) ]
sqrt(5084) = [ 71; (3, 3, 4, 3, 3, 142) ]
sqrt(5085) = [ 71; (3, 4, 3, 1, 2, 1, 2, 1, 1, 35, 12, 1, 14, 1, 12, 35, 1, 1, 2, 1, 2, 1, 3, 4, 3, 142) ]
sqrt(5086) = [ 71; (3, 6, 6, 1, 1, 1, 2, 1, 2, 1, 13, 1, 1, 7, 2, 2, 5, 1, 3, 1, 10, 5, 1, 1, 1, 1, 2, 1, 1, 3, 2, 47, 9, 2, 19, 1, 9, 4, 4, 1, 1, 23, 4, 1, 1, 3, 1, 3, 3, 2, 1, 1, 4, 1, 8, 1, 2, 4, 1, 15, 28, 2, 6, 3, 3, 12, 1, 1, 1, 70, 1, 1, 1, 12, 3, 3, 6, 2, 28, 15, 1, 4, 2, 1, 8, 1, 4, 1, 1, 2, 3, 3, 1, 3, 1, 1, 4, 23, 1, 1, 4, 4, 9, 1, 19, 2, 9, 47, 2, 3, 1, 1, 2, 1, 1, 1, 1, 5, 10, 1, 3, 1, 5, 2, 2, 7, 1, 1, 13, 1, 2, 1, 2, 1, 1, 1, 6, 6, 3, 142) ]
sqrt(5087) = [ 71; (3, 10, 1, 1, 1, 3, 1, 1, 5, 1, 12, 8, 3, 5, 6, 71, 6, 5, 3, 8, 12, 1, 5, 1, 1, 3, 1, 1, 1, 10, 3, 142) ]
sqrt(5088) = [ 71; (3, 35, 3, 142) ]
sqrt(5089) = [ 71; (2, 1, 27, 1, 6, 1, 1, 5, 5, 1, 3, 4, 5, 20, 5, 4, 3, 1, 5, 5, 1, 1, 6, 1, 27, 1, 2, 142) ]
sqrt(5090) = [ 71; (2, 1, 9, 1, 1, 9, 1, 2, 142) ]
sqrt(5091) = [ 71; (2, 1, 5, 1, 1, 6, 3, 1, 12, 4, 1, 2, 9, 6, 2, 1, 1, 1, 2, 1, 3, 2, 1, 5, 71, 5, 1, 2, 3, 1, 2, 1, 1, 1, 2, 6, 9, 2, 1, 4, 12, 1, 3, 6, 1, 1, 5, 1, 2, 142) ]
sqrt(5092) = [ 71; (2, 1, 3, 1, 3, 1, 4, 2, 47, 8, 2, 1, 2, 15, 2, 15, 2, 1, 2, 8, 47, 2, 4, 1, 3, 1, 3, 1, 2, 142) ]
sqrt(5093) = [ 71; (2, 1, 2, 1, 4, 2, 1, 2, 2, 1, 6, 1, 4, 4, 2, 1, 1, 35, 10, 1, 19, 2, 12, 2, 19, 1, 10, 35, 1, 1, 2, 4, 4, 1, 6, 1, 2, 2, 1, 2, 4, 1, 2, 1, 2, 142) ]
sqrt(5094) = [ 71; (2, 1, 2, 5, 2, 1, 70, 1, 2, 5, 2, 1, 2, 142) ]
sqrt(5095) = [ 71; (2, 1, 1, 1, 3, 28, 3, 1, 1, 1, 2, 142) ]
sqrt(5096) = [ 71; (2, 1, 1, 2, 3, 5, 2, 2, 2, 5, 3, 2, 1, 1, 2, 142) ]
sqrt(5097) = [ 71; (2, 1, 1, 5, 2, 1, 6, 8, 1, 3, 2, 3, 2, 2, 2, 10, 1, 1, 3, 7, 4, 3, 12, 1, 2, 20, 17, 1, 3, 1, 46, 1, 3, 1, 17, 20, 2, 1, 12, 3, 4, 7, 3, 1, 1, 10, 2, 2, 2, 3, 2, 3, 1, 8, 6, 1, 2, 5, 1, 1, 2, 142) ]
sqrt(5098) = [ 71; (2, 2, 142) ]
sqrt(5099) = [ 71; (2, 2, 5, 10, 1, 4, 71, 4, 1, 10, 5, 2, 2, 142) ]
sqrt(5100) = [ 71; (2, 2, 2, 2, 2, 142) ]
sqrt(5101) = [ 71; (2, 2, 1, 2, 11, 1, 1, 6, 1, 1, 1, 1, 1, 3, 2, 1, 8, 1, 4, 1, 4, 2, 5, 1, 3, 8, 7, 47, 2, 9, 35, 1, 1, 1, 1, 6, 1, 11, 28, 2, 15, 2, 1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 2, 15, 2, 28, 11, 1, 6, 1, 1, 1, 1, 35, 9, 2, 47, 7, 8, 3, 1, 5, 2, 4, 1, 4, 1, 8, 1, 2, 3, 1, 1, 1, 1, 1, 6, 1, 1, 11, 2, 1, 2, 2, 142) ]
sqrt(5102) = [ 71; (2, 2, 1, 70, 1, 2, 2, 142) ]
sqrt(5103) = [ 71; (2, 3, 2, 1, 3, 15, 1, 1, 1, 1, 9, 1, 1, 1, 1, 15, 3, 1, 2, 3, 2, 142) ]
sqrt(5104) = [ 71; (2, 3, 1, 4, 1, 15, 20, 2, 1, 6, 2, 8, 2, 6, 1, 2, 20, 15, 1, 4, 1, 3, 2, 142) ]
sqrt(5105) = [ 71; (2, 4, 2, 3, 28, 3, 2, 4, 2, 142) ]
sqrt(5106) = [ 71; (2, 5, 4, 1, 1, 2, 1, 1, 4, 5, 2, 142) ]
sqrt(5107) = [ 71; (2, 6, 3, 4, 71, 4, 3, 6, 2, 142) ]
sqrt(5108) = [ 71; (2, 7, 1, 10, 8, 1, 5, 3, 12, 1, 2, 8, 1, 1, 2, 4, 1, 1, 6, 1, 34, 1, 6, 1, 1, 4, 2, 1, 1, 8, 2, 1, 12, 3, 5, 1, 8, 10, 1, 7, 2, 142) ]
sqrt(5109) = [ 71; (2, 10, 2, 142) ]
sqrt(5110) = [ 71; (2, 15, 2, 1, 1, 2, 1, 1, 23, 4, 23, 1, 1, 2, 1, 1, 2, 15, 2, 142) ]
sqrt(5111) = [ 71; (2, 28, 10, 5, 1, 1, 1, 1, 1, 2, 3, 2, 1, 1, 1, 1, 1, 5, 10, 28, 2, 142) ]
sqrt(5112) = [ 71; (2, 142) ]
sqrt(5113) = [ 71; (1, 1, 47, 5, 1, 15, 17, 1, 4, 2, 1, 5, 3, 1, 2, 4, 1, 1, 3, 8, 1, 1, 1, 10, 2, 1, 7, 1, 2, 1, 3, 1, 1, 2, 4, 12, 1, 3, 2, 2, 3, 1, 12, 4, 2, 1, 1, 3, 1, 2, 1, 7, 1, 2, 10, 1, 1, 1, 8, 3, 1, 1, 4, 2, 1, 3, 5, 1, 2, 4, 1, 17, 15, 1, 5, 47, 1, 1, 142) ]
sqrt(5114) = [ 71; (1, 1, 19, 1, 13, 2, 1, 5, 1, 1, 5, 5, 1, 1, 5, 1, 2, 13, 1, 19, 1, 1, 142) ]
sqrt(5115) = [ 71; (1, 1, 12, 1, 1, 142) ]
sqrt(5116) = [ 71; (1, 1, 9, 28, 1, 1, 47, 5, 1, 2, 2, 1, 8, 1, 5, 15, 1, 2, 1, 1, 1, 3, 4, 2, 1, 17, 5, 4, 7, 3, 2, 3, 1, 1, 5, 2, 1, 1, 12, 2, 2, 3, 11, 1, 1, 1, 2, 6, 1, 3, 2, 7, 1, 34, 1, 7, 2, 3, 1, 6, 2, 1, 1, 1, 11, 3, 2, 2, 12, 1, 1, 2, 5, 1, 1, 3, 2, 3, 7, 4, 5, 17, 1, 2, 4, 3, 1, 1, 1, 2, 1, 15, 5, 1, 8, 1, 2, 2, 1, 5, 47, 1, 1, 28, 9, 1, 1, 142) ]
sqrt(5117) = [ 71; (1, 1, 7, 35, 1, 1, 1, 2, 1, 1, 1, 35, 7, 1, 1, 142) ]
sqrt(5118) = [ 71; (1, 1, 5, 1, 2, 1, 1, 3, 1, 1, 1, 2, 1, 2, 5, 7, 2, 1, 9, 1, 1, 5, 1, 46, 1, 5, 1, 1, 9, 1, 2, 7, 5, 2, 1, 2, 1, 1, 1, 3, 1, 1, 2, 1, 5, 1, 1, 142) ]
sqrt(5119) = [ 71; (1, 1, 4, 1, 3, 1, 19, 1, 1, 1, 5, 1, 5, 2, 1, 2, 4, 4, 9, 3, 3, 2, 1, 7, 3, 1, 23, 10, 1, 27, 1, 2, 2, 3, 1, 3, 1, 1, 3, 1, 1, 7, 1, 5, 1, 13, 2, 5, 47, 1, 1, 15, 2, 1, 1, 6, 4, 1, 1, 1, 1, 1, 1, 1, 2, 5, 2, 1, 12, 3, 9, 1, 8, 1, 1, 1, 3, 71, 3, 1, 1, 1, 8, 1, 9, 3, 12, 1, 2, 5, 2, 1, 1, 1, 1, 1, 1, 1, 4, 6, 1, 1, 2, 15, 1, 1, 47, 5, 2, 13, 1, 5, 1, 7, 1, 1, 3, 1, 1, 3, 1, 3, 2, 2, 1, 27, 1, 10, 23, 1, 3, 7, 1, 2, 3, 3, 9, 4, 4, 2, 1, 2, 5, 1, 5, 1, 1, 1, 19, 1, 3, 1, 4, 1, 1, 142) ]
sqrt(5120) = [ 71; (1, 1, 4, 8, 1, 2, 1, 1, 2, 35, 2, 1, 1, 2, 1, 8, 4, 1, 1, 142) ]
sqrt(5121) = [ 71; (1, 1, 3, 1, 1, 2, 2, 1, 3, 1, 3, 3, 3, 5, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 15, 3, 1, 1, 17, 3, 8, 10, 1, 8, 28, 1, 1, 19, 1, 14, 1, 19, 1, 1, 28, 8, 1, 10, 8, 3, 17, 1, 1, 3, 15, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 5, 3, 3, 3, 1, 3, 1, 2, 2, 1, 1, 3, 1, 1, 142) ]
sqrt(5122) = [ 71; (1, 1, 3, 5, 1, 15, 15, 1, 5, 3, 1, 1, 142) ]
sqrt(5123) = [ 71; (1, 1, 2, 1, 4, 1, 3, 1, 3, 1, 4, 1, 2, 1, 1, 142) ]
sqrt(5124) = [ 71; (1, 1, 2, 1, 1, 5, 6, 1, 46, 1, 6, 5, 1, 1, 2, 1, 1, 142) ]
sqrt(5125) = [ 71; (1, 1, 2, 3, 3, 1, 2, 6, 2, 5, 3, 1, 3, 1, 6, 35, 1, 1, 1, 5, 15, 1, 2, 1, 2, 1, 2, 1, 15, 5, 1, 1, 1, 35, 6, 1, 3, 1, 3, 5, 2, 6, 2, 1, 3, 3, 2, 1, 1, 142) ]
sqrt(5126) = [ 71; (1, 1, 2, 9, 1, 4, 1, 4, 1, 2, 10, 1, 1, 1, 19, 1, 3, 1, 70, 1, 3, 1, 19, 1, 1, 1, 10, 2, 1, 4, 1, 4, 1, 9, 2, 1, 1, 142) ]
sqrt(5127) = [ 71; (1, 1, 1, 1, 12, 2, 2, 1, 1, 3, 3, 2, 23, 2, 3, 3, 1, 1, 2, 2, 12, 1, 1, 1, 1, 142) ]
sqrt(5128) = [ 71; (1, 1, 1, 1, 3, 2, 1, 1, 1, 4, 2, 17, 2, 4, 1, 1, 1, 2, 3, 1, 1, 1, 1, 142) ]
sqrt(5129) = [ 71; (1, 1, 1, 1, 1, 1, 2, 1, 27, 1, 12, 17, 1, 4, 1, 3, 1, 1, 1, 4, 3, 2, 1, 2, 1, 3, 1, 8, 6, 8, 1, 3, 1, 2, 1, 2, 3, 4, 1, 1, 1, 3, 1, 4, 1, 17, 12, 1, 27, 1, 2, 1, 1, 1, 1, 1, 1, 142) ]
sqrt(5130) = [ 71; (1, 1, 1, 1, 1, 15, 3, 2, 3, 15, 1, 1, 1, 1, 1, 142) ]
sqrt(5131) = [ 71; (1, 1, 1, 2, 2, 4, 2, 1, 4, 1, 1, 1, 1, 1, 1, 9, 1, 1, 1, 1, 1, 1, 4, 1, 2, 4, 2, 2, 1, 1, 1, 142) ]
sqrt(5132) = [ 71; (1, 1, 1, 3, 4, 1, 5, 2, 2, 1, 1, 2, 2, 1, 17, 4, 1, 7, 1, 1, 1, 2, 20, 10, 1, 34, 1, 10, 20, 2, 1, 1, 1, 7, 1, 4, 17, 1, 2, 2, 1, 1, 2, 2, 5, 1, 4, 3, 1, 1, 1, 142) ]
sqrt(5133) = [ 71; (1, 1, 1, 4, 2, 4, 1, 1, 1, 142) ]
sqrt(5134) = [ 71; (1, 1, 1, 6, 1, 7, 10, 1, 8, 1, 1, 1, 4, 8, 4, 1, 1, 1, 8, 1, 10, 7, 1, 6, 1, 1, 1, 142) ]
sqrt(5135) = [ 71; (1, 1, 1, 13, 1, 1, 1, 142) ]
sqrt(5136) = [ 71; (1, 1, 1, 142) ]
sqrt(5137) = [ 71; (1, 2, 17, 1, 1, 2, 2, 8, 1, 1, 5, 2, 4, 47, 1, 1, 3, 1, 5, 5, 7, 2, 1, 5, 1, 1, 4, 2, 2, 15, 1, 1, 12, 1, 1, 15, 2, 2, 4, 1, 1, 5, 1, 2, 7, 5, 5, 1, 3, 1, 1, 47, 4, 2, 5, 1, 1, 8, 2, 2, 1, 1, 17, 2, 1, 142) ]
sqrt(5138) = [ 71; (1, 2, 8, 10, 8, 2, 1, 142) ]
sqrt(5139) = [ 71; (1, 2, 5, 5, 1, 1, 4, 1, 3, 3, 1, 1, 1, 1, 2, 2, 3, 1, 2, 10, 1, 2, 71, 2, 1, 10, 2, 1, 3, 2, 2, 1, 1, 1, 1, 3, 3, 1, 4, 1, 1, 5, 5, 2, 1, 142) ]
sqrt(5140) = [ 71; (1, 2, 3, 1, 3, 4, 1, 2, 8, 1, 1, 1, 1, 6, 4, 2, 9, 8, 1, 5, 1, 15, 12, 1, 34, 1, 12, 15, 1, 5, 1, 8, 9, 2, 4, 6, 1, 1, 1, 1, 8, 2, 1, 4, 3, 1, 3, 2, 1, 142) ]
sqrt(5141) = [ 71; (1, 2, 2, 1, 12, 2, 1, 35, 5, 1, 2, 2, 2, 1, 5, 35, 1, 2, 12, 1, 2, 2, 1, 142) ]
sqrt(5142) = [ 71; (1, 2, 2, 2, 1, 2, 4, 1, 1, 2, 1, 3, 1, 1, 1, 2, 5, 1, 5, 1, 70, 1, 5, 1, 5, 2, 1, 1, 1, 3, 1, 2, 1, 1, 4, 2, 1, 2, 2, 2, 1, 142) ]
sqrt(5143) = [ 71; (1, 2, 1, 1, 47, 4, 5, 15, 1, 2, 1, 15, 5, 4, 47, 1, 1, 2, 1, 142) ]
sqrt(5144) = [ 71; (1, 2, 1, 1, 2, 5, 2, 1, 6, 2, 17, 2, 6, 1, 2, 5, 2, 1, 1, 2, 1, 142) ]
sqrt(5145) = [ 71; (1, 2, 1, 2, 5, 1, 1, 1, 1, 2, 3, 8, 1, 2, 28, 2, 1, 8, 3, 2, 1, 1, 1, 1, 5, 2, 1, 2, 1, 142) ]
sqrt(5146) = [ 71; (1, 2, 1, 3, 1, 1, 2, 20, 9, 1, 1, 15, 2, 2, 2, 3, 1, 13, 1, 1, 2, 1, 8, 1, 5, 1, 1, 1, 1, 1, 23, 3, 2, 5, 3, 4, 3, 5, 2, 3, 23, 1, 1, 1, 1, 1, 5, 1, 8, 1, 2, 1, 1, 13, 1, 3, 2, 2, 2, 15, 1, 1, 9, 20, 2, 1, 1, 3, 1, 2, 1, 142) ]
sqrt(5147) = [ 71; (1, 2, 1, 7, 1, 2, 4, 3, 1, 1, 4, 1, 19, 1, 2, 9, 1, 10, 7, 2, 5, 1, 3, 2, 1, 2, 71, 2, 1, 2, 3, 1, 5, 2, 7, 10, 1, 9, 2, 1, 19, 1, 4, 1, 1, 3, 4, 2, 1, 7, 1, 2, 1, 142) ]
sqrt(5148) = [ 71; (1, 2, 1, 142) ]
sqrt(5149) = [ 71; (1, 3, 9, 3, 6, 1, 1, 19, 1, 27, 1, 3, 47, 1, 1, 2, 2, 2, 1, 3, 2, 1, 1, 5, 6, 1, 1, 1, 8, 1, 11, 15, 1, 6, 4, 4, 1, 7, 1, 1, 1, 2, 1, 1, 1, 1, 4, 2, 1, 35, 5, 3, 2, 12, 1, 1, 1, 1, 2, 4, 1, 2, 1, 6, 2, 3, 1, 1, 11, 2, 1, 1, 10, 2, 3, 1, 6, 1, 3, 2, 10, 1, 1, 2, 11, 1, 1, 3, 2, 6, 1, 2, 1, 4, 2, 1, 1, 1, 1, 12, 2, 3, 5, 35, 1, 2, 4, 1, 1, 1, 1, 2, 1, 1, 1, 7, 1, 4, 4, 6, 1, 15, 11, 1, 8, 1, 1, 1, 6, 5, 1, 1, 2, 3, 1, 2, 2, 2, 1, 1, 47, 3, 1, 27, 1, 19, 1, 1, 6, 3, 9, 3, 1, 142) ]
sqrt(5150) = [ 71; (1, 3, 4, 2, 1, 1, 1, 2, 1, 6, 1, 4, 1, 6, 1, 2, 1, 1, 1, 2, 4, 3, 1, 142) ]
sqrt(5151) = [ 71; (1, 3, 2, 1, 4, 10, 1, 4, 1, 4, 1, 10, 4, 1, 2, 3, 1, 142) ]
sqrt(5152) = [ 71; (1, 3, 2, 35, 2, 3, 1, 142) ]
sqrt(5153) = [ 71; (1, 3, 1, 1, 1, 3, 4, 4, 1, 2, 1, 1, 7, 1, 6, 1, 2, 17, 1, 1, 2, 20, 8, 1, 12, 6, 6, 12, 1, 8, 20, 2, 1, 1, 17, 2, 1, 6, 1, 7, 1, 1, 2, 1, 4, 4, 3, 1, 1, 1, 3, 1, 142) ]
sqrt(5154) = [ 71; (1, 3, 1, 3, 1, 4, 1, 19, 1, 2, 5, 1, 9, 2, 2, 2, 1, 1, 8, 1, 70, 1, 8, 1, 1, 2, 2, 2, 9, 1, 5, 2, 1, 19, 1, 4, 1, 3, 1, 3, 1, 142) ]
sqrt(5155) = [ 71; (1, 3, 1, 23, 7, 1, 1, 15, 2, 2, 1, 2, 2, 2, 4, 4, 1, 1, 3, 1, 2, 28, 2, 1, 3, 1, 1, 4, 4, 2, 2, 2, 1, 2, 2, 15, 1, 1, 7, 23, 1, 3, 1, 142) ]
sqrt(5156) = [ 71; (1, 4, 7, 2, 1, 3, 1, 4, 6, 28, 1, 1, 3, 1, 1, 2, 6, 1, 3, 1, 3, 3, 4, 5, 1, 1, 19, 1, 34, 1, 19, 1, 1, 5, 4, 3, 3, 1, 3, 1, 6, 2, 1, 1, 3, 1, 1, 28, 6, 4, 1, 3, 1, 2, 7, 4, 1, 142) ]
sqrt(5157) = [ 71; (1, 4, 3, 15, 1, 1, 1, 4, 1, 1, 1, 15, 3, 4, 1, 142) ]
sqrt(5158) = [ 71; (1, 4, 1, 1, 7, 2, 3, 3, 4, 1, 1, 1, 5, 1, 1, 1, 1, 47, 3, 1, 1, 1, 23, 3, 3, 2, 1, 4, 1, 1, 1, 1, 1, 6, 1, 15, 10, 1, 70, 1, 10, 15, 1, 6, 1, 1, 1, 1, 1, 4, 1, 2, 3, 3, 23, 1, 1, 1, 3, 47, 1, 1, 1, 1, 5, 1, 1, 1, 4, 3, 3, 2, 7, 1, 1, 4, 1, 142) ]
sqrt(5159) = [ 71; (1, 4, 1, 3, 20, 3, 1, 4, 1, 142) ]
sqrt(5160) = [ 71; (1, 4, 1, 142) ]
sqrt(5161) = [ 71; (1, 5, 3, 1, 15, 4, 1, 8, 5, 1, 1, 1, 2, 1, 2, 3, 1, 2, 1, 4, 1, 1, 2, 2, 1, 1, 1, 1, 47, 3, 1, 1, 3, 47, 1, 1, 1, 1, 2, 2, 1, 1, 4, 1, 2, 1, 3, 2, 1, 2, 1, 1, 1, 5, 8, 1, 4, 15, 1, 3, 5, 1, 142) ]
sqrt(5162) = [ 71; (1, 5, 1, 1, 5, 1, 142) ]
sqrt(5163) = [ 71; (1, 5, 1, 5, 1, 2, 12, 1, 2, 2, 71, 2, 2, 1, 12, 2, 1, 5, 1, 5, 1, 142) ]
sqrt(5164) = [ 71; (1, 6, 5, 5, 1, 1, 4, 10, 1, 5, 12, 1, 8, 1, 1, 1, 11, 3, 9, 3, 1, 7, 1, 2, 3, 4, 17, 1, 2, 1, 2, 1, 5, 1, 1, 15, 2, 3, 47, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 5, 2, 2, 3, 3, 1, 1, 2, 3, 1, 27, 1, 34, 1, 27, 1, 3, 2, 1, 1, 3, 3, 2, 2, 5, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 47, 3, 2, 15, 1, 1, 5, 1, 2, 1, 2, 1, 17, 4, 3, 2, 1, 7, 1, 3, 9, 3, 11, 1, 1, 1, 8, 1, 12, 5, 1, 10, 4, 1, 1, 5, 5, 6, 1, 142) ]
sqrt(5165) = [ 71; (1, 6, 1, 1, 2, 1, 35, 4, 1, 1, 1, 1, 4, 35, 1, 2, 1, 1, 6, 1, 142) ]
sqrt(5166) = [ 71; (1, 6, 1, 142) ]
sqrt(5167) = [ 71; (1, 7, 2, 6, 2, 1, 1, 1, 47, 3, 2, 2, 20, 7, 1, 15, 10, 4, 1, 6, 23, 1, 4, 2, 1, 2, 1, 2, 1, 3, 2, 71, 2, 3, 1, 2, 1, 2, 1, 2, 4, 1, 23, 6, 1, 4, 10, 15, 1, 7, 20, 2, 2, 3, 47, 1, 1, 1, 2, 6, 2, 7, 1, 142) ]
sqrt(5168) = [ 71; (1, 7, 1, 142) ]
sqrt(5169) = [ 71; (1, 8, 1, 1, 2, 5, 2, 1, 4, 3, 1, 2, 17, 1, 1, 1, 1, 2, 1, 2, 1, 6, 1, 5, 8, 3, 2, 8, 1, 1, 3, 1, 27, 1, 46, 1, 27, 1, 3, 1, 1, 8, 2, 3, 8, 5, 1, 6, 1, 2, 1, 2, 1, 1, 1, 1, 17, 2, 1, 3, 4, 1, 2, 5, 2, 1, 1, 8, 1, 142) ]
sqrt(5170) = [ 71; (1, 9, 3, 1, 1, 2, 2, 1, 2, 1, 4, 15, 1, 3, 3, 2, 3, 3, 1, 15, 4, 1, 2, 1, 2, 2, 1, 1, 3, 9, 1, 142) ]
sqrt(5171) = [ 71; (1, 10, 14, 3, 2, 3, 2, 5, 3, 6, 4, 2, 12, 1, 1, 1, 2, 4, 1, 1, 2, 1, 1, 28, 5, 2, 71, 2, 5, 28, 1, 1, 2, 1, 1, 4, 2, 1, 1, 1, 12, 2, 4, 6, 3, 5, 2, 3, 2, 3, 14, 10, 1, 142) ]
sqrt(5172) = [ 71; (1, 10, 1, 142) ]
sqrt(5173) = [ 71; (1, 12, 11, 1, 10, 6, 1, 3, 7, 3, 4, 1, 4, 1, 1, 15, 2, 3, 2, 2, 11, 1, 1, 2, 1, 2, 1, 35, 4, 3, 47, 1, 1, 1, 3, 1, 2, 3, 1, 1, 1, 3, 20, 3, 1, 1, 1, 3, 2, 1, 3, 1, 1, 1, 47, 3, 4, 35, 1, 2, 1, 2, 1, 1, 11, 2, 2, 3, 2, 15, 1, 1, 4, 1, 4, 3, 7, 3, 1, 6, 10, 1, 11, 12, 1, 142) ]
sqrt(5174) = [ 71; (1, 13, 2, 1, 1, 5, 6, 2, 1, 3, 2, 2, 1, 9, 1, 1, 3, 3, 1, 4, 1, 3, 3, 1, 1, 9, 1, 2, 2, 3, 1, 2, 6, 5, 1, 1, 2, 13, 1, 142) ]
sqrt(5175) = [ 71; (1, 14, 1, 142) ]
sqrt(5176) = [ 71; (1, 16, 1, 142) ]
